,domain_20
s_016um_00202_00256-1,8
s_016um_00331_00395-1,17
s_016um_00141_00343-1,1
s_016um_00024_00259-1,8
s_016um_00097_00138-1,6
s_016um_00177_00388-1,11
s_016um_00149_00159-1,10
s_016um_00280_00180-1,11
s_016um_00007_00027-1,6
s_016um_00095_00081-1,17
s_016um_00294_00111-1,11
s_016um_00199_00094-1,7
s_016um_00205_00143-1,10
s_016um_00220_00374-1,16
s_016um_00133_00205-1,3
s_016um_00131_00418-1,18
s_016um_00164_00156-1,10
s_016um_00278_00019-1,15
s_016um_00052_00207-1,3
s_016um_00094_00340-1,11
s_016um_00034_00343-1,8
s_016um_00131_00212-1,9
s_016um_00331_00346-1,11
s_016um_00196_00185-1,18
s_016um_00116_00369-1,3
s_016um_00173_00362-1,9
s_016um_00060_00072-1,9
s_016um_00329_00299-1,16
s_016um_00014_00066-1,9
s_016um_00147_00347-1,16
s_016um_00327_00265-1,8
s_016um_00258_00356-1,13
s_016um_00201_00244-1,12
s_016um_00073_00176-1,6
s_016um_00156_00044-1,6
s_016um_00132_00275-1,5
s_016um_00013_00035-1,8
s_016um_00072_00221-1,8
s_016um_00008_00224-1,9
s_016um_00014_00404-1,20
s_016um_00314_00109-1,18
s_016um_00299_00064-1,6
s_016um_00183_00281-1,9
s_016um_00074_00374-1,11
s_016um_00185_00092-1,9
s_016um_00309_00382-1,11
s_016um_00290_00230-1,8
s_016um_00219_00104-1,8
s_016um_00044_00138-1,8
s_016um_00263_00283-1,17
s_016um_00315_00061-1,18
s_016um_00069_00005-1,9
s_016um_00293_00036-1,11
s_016um_00130_00009-1,18
s_016um_00200_00107-1,6
s_016um_00082_00205-1,6
s_016um_00064_00226-1,6
s_016um_00219_00173-1,9
s_016um_00119_00192-1,9
s_016um_00106_00237-1,19
s_016um_00025_00091-1,8
s_016um_00241_00366-1,8
s_016um_00082_00006-1,7
s_016um_00256_00249-1,10
s_016um_00205_00152-1,7
s_016um_00024_00160-1,8
s_016um_00302_00139-1,1
s_016um_00230_00221-1,10
s_016um_00071_00263-1,19
s_016um_00235_00339-1,3
s_016um_00159_00110-1,5
s_016um_00155_00138-1,12
s_016um_00032_00185-1,9
s_016um_00041_00038-1,6
s_016um_00171_00415-1,11
s_016um_00094_00102-1,3
s_016um_00265_00385-1,11
s_016um_00309_00291-1,11
s_016um_00069_00238-1,10
s_016um_00050_00340-1,11
s_016um_00217_00289-1,17
s_016um_00185_00288-1,7
s_016um_00251_00025-1,17
s_016um_00189_00140-1,6
s_016um_00108_00140-1,10
s_016um_00307_00415-1,8
s_016um_00099_00118-1,8
s_016um_00031_00057-1,9
s_016um_00325_00332-1,11
s_016um_00031_00048-1,6
s_016um_00205_00097-1,6
s_016um_00266_00196-1,10
s_016um_00260_00187-1,8
s_016um_00188_00074-1,5
s_016um_00206_00244-1,4
s_016um_00153_00232-1,6
s_016um_00298_00233-1,17
s_016um_00022_00083-1,8
s_016um_00272_00383-1,16
s_016um_00079_00112-1,9
s_016um_00312_00019-1,8
s_016um_00150_00407-1,18
s_016um_00300_00351-1,6
s_016um_00328_00293-1,8
s_016um_00246_00220-1,8
s_016um_00238_00233-1,10
s_016um_00253_00127-1,18
s_016um_00079_00366-1,11
s_016um_00028_00377-1,11
s_016um_00257_00357-1,10
s_016um_00296_00300-1,5
s_016um_00092_00149-1,3
s_016um_00224_00016-1,14
s_016um_00215_00040-1,8
s_016um_00264_00360-1,11
s_016um_00050_00158-1,8
s_016um_00251_00085-1,18
s_016um_00302_00319-1,4
s_016um_00249_00060-1,10
s_016um_00309_00290-1,16
s_016um_00321_00121-1,8
s_016um_00267_00378-1,16
s_016um_00121_00378-1,11
s_016um_00074_00182-1,6
s_016um_00162_00306-1,12
s_016um_00039_00306-1,8
s_016um_00267_00287-1,18
s_016um_00352_00237-1,12
s_016um_00079_00053-1,8
s_016um_00170_00223-1,8
s_016um_00215_00354-1,11
s_016um_00296_00357-1,9
s_016um_00292_00235-1,14
s_016um_00209_00221-1,6
s_016um_00067_00167-1,8
s_016um_00083_00116-1,9
s_016um_00097_00192-1,9
s_016um_00107_00299-1,5
s_016um_00256_00084-1,17
s_016um_00299_00097-1,18
s_016um_00111_00267-1,18
s_016um_00252_00297-1,18
s_016um_00335_00329-1,13
s_016um_00207_00046-1,8
s_016um_00250_00214-1,8
s_016um_00177_00129-1,7
s_016um_00125_00413-1,19
s_016um_00042_00211-1,8
s_016um_00155_00388-1,1
s_016um_00050_00277-1,5
s_016um_00204_00183-1,13
s_016um_00076_00351-1,16
s_016um_00086_00362-1,11
s_016um_00041_00204-1,8
s_016um_00264_00139-1,12
s_016um_00111_00055-1,7
s_016um_00099_00114-1,3
s_016um_00128_00023-1,9
s_016um_00251_00064-1,17
s_016um_00264_00034-1,10
s_016um_00153_00296-1,5
s_016um_00033_00219-1,3
s_016um_00037_00025-1,6
s_016um_00159_00288-1,12
s_016um_00349_00291-1,12
s_016um_00189_00271-1,6
s_016um_00204_00074-1,7
s_016um_00329_00317-1,13
s_016um_00306_00365-1,9
s_016um_00314_00376-1,18
s_016um_00305_00076-1,13
s_016um_00232_00110-1,10
s_016um_00036_00334-1,20
s_016um_00144_00337-1,1
s_016um_00107_00127-1,18
s_016um_00012_00364-1,16
s_016um_00151_00008-1,12
s_016um_00173_00242-1,12
s_016um_00028_00283-1,8
s_016um_00158_00210-1,6
s_016um_00266_00329-1,1
s_016um_00128_00285-1,8
s_016um_00101_00058-1,9
s_016um_00233_00194-1,16
s_016um_00155_00101-1,10
s_016um_00104_00405-1,16
s_016um_00315_00332-1,20
s_016um_00154_00247-1,12
s_016um_00142_00350-1,11
s_016um_00111_00291-1,5
s_016um_00319_00265-1,8
s_016um_00203_00387-1,5
s_016um_00200_00222-1,9
s_016um_00166_00110-1,10
s_016um_00140_00086-1,10
s_016um_00101_00353-1,11
s_016um_00263_00305-1,13
s_016um_00259_00182-1,8
s_016um_00027_00210-1,8
s_016um_00234_00028-1,8
s_016um_00016_00088-1,8
s_016um_00053_00367-1,1
s_016um_00060_00052-1,8
s_016um_00138_00157-1,6
s_016um_00173_00220-1,8
s_016um_00235_00028-1,9
s_016um_00095_00256-1,5
s_016um_00144_00046-1,9
s_016um_00182_00415-1,16
s_016um_00111_00322-1,15
s_016um_00255_00313-1,17
s_016um_00106_00117-1,8
s_016um_00280_00188-1,17
s_016um_00325_00354-1,1
s_016um_00003_00209-1,8
s_016um_00099_00206-1,6
s_016um_00011_00218-1,8
s_016um_00109_00035-1,9
s_016um_00192_00139-1,7
s_016um_00309_00376-1,13
s_016um_00083_00247-1,12
s_016um_00281_00046-1,11
s_016um_00307_00324-1,9
s_016um_00050_00382-1,13
s_016um_00009_00150-1,6
s_016um_00057_00028-1,6
s_016um_00188_00263-1,5
s_016um_00049_00306-1,8
s_016um_00024_00022-1,6
s_016um_00192_00275-1,7
s_016um_00098_00048-1,9
s_016um_00157_00132-1,18
s_016um_00354_00325-1,11
s_016um_00299_00107-1,1
s_016um_00179_00293-1,4
s_016um_00192_00143-1,15
s_016um_00338_00274-1,13
s_016um_00168_00359-1,17
s_016um_00185_00320-1,18
s_016um_00069_00073-1,6
s_016um_00200_00028-1,10
s_016um_00205_00265-1,14
s_016um_00245_00288-1,5
s_016um_00194_00095-1,9
s_016um_00173_00071-1,9
s_016um_00158_00350-1,11
s_016um_00015_00048-1,8
s_016um_00155_00051-1,9
s_016um_00003_00134-1,6
s_016um_00173_00243-1,12
s_016um_00102_00207-1,6
s_016um_00109_00104-1,9
s_016um_00018_00115-1,6
s_016um_00091_00188-1,15
s_016um_00319_00350-1,11
s_016um_00212_00067-1,9
s_016um_00144_00047-1,3
s_016um_00321_00282-1,16
s_016um_00320_00396-1,11
s_016um_00091_00083-1,5
s_016um_00259_00137-1,12
s_016um_00025_00019-1,8
s_016um_00060_00340-1,11
s_016um_00077_00014-1,9
s_016um_00292_00022-1,8
s_016um_00247_00239-1,11
s_016um_00063_00338-1,17
s_016um_00077_00308-1,19
s_016um_00230_00169-1,9
s_016um_00292_00081-1,16
s_016um_00242_00001-1,7
s_016um_00060_00285-1,6
s_016um_00311_00392-1,17
s_016um_00167_00242-1,12
s_016um_00073_00417-1,16
s_016um_00041_00362-1,8
s_016um_00307_00304-1,4
s_016um_00165_00106-1,8
s_016um_00122_00104-1,6
s_016um_00134_00351-1,1
s_016um_00251_00381-1,6
s_016um_00120_00286-1,12
s_016um_00255_00287-1,1
s_016um_00112_00035-1,6
s_016um_00142_00359-1,18
s_016um_00035_00082-1,8
s_016um_00150_00334-1,20
s_016um_00300_00415-1,16
s_016um_00265_00327-1,11
s_016um_00315_00335-1,11
s_016um_00204_00066-1,6
s_016um_00209_00014-1,12
s_016um_00302_00226-1,17
s_016um_00124_00034-1,9
s_016um_00194_00071-1,9
s_016um_00066_00284-1,8
s_016um_00035_00165-1,8
s_016um_00104_00032-1,9
s_016um_00265_00231-1,20
s_016um_00005_00097-1,6
s_016um_00189_00080-1,3
s_016um_00228_00038-1,7
s_016um_00107_00041-1,6
s_016um_00299_00237-1,11
s_016um_00244_00126-1,18
s_016um_00238_00087-1,11
s_016um_00295_00402-1,11
s_016um_00038_00143-1,8
s_016um_00080_00398-1,11
s_016um_00308_00208-1,16
s_016um_00243_00369-1,8
s_016um_00198_00186-1,14
s_016um_00114_00160-1,3
s_016um_00130_00251-1,8
s_016um_00173_00189-1,6
s_016um_00230_00211-1,12
s_016um_00128_00179-1,3
s_016um_00123_00244-1,8
s_016um_00354_00301-1,8
s_016um_00188_00396-1,13
s_016um_00098_00299-1,19
s_016um_00271_00040-1,10
s_016um_00169_00322-1,17
s_016um_00108_00124-1,10
s_016um_00055_00100-1,8
s_016um_00334_00288-1,8
s_016um_00373_00301-1,6
s_016um_00170_00290-1,6
s_016um_00171_00085-1,9
s_016um_00023_00195-1,8
s_016um_00238_00137-1,14
s_016um_00145_00397-1,11
s_016um_00237_00306-1,16
s_016um_00032_00030-1,9
s_016um_00072_00016-1,8
s_016um_00141_00219-1,6
s_016um_00202_00093-1,6
s_016um_00283_00342-1,4
s_016um_00293_00302-1,10
s_016um_00277_00278-1,9
s_016um_00148_00043-1,6
s_016um_00271_00220-1,8
s_016um_00226_00024-1,15
s_016um_00158_00134-1,10
s_016um_00113_00075-1,5
s_016um_00225_00307-1,17
s_016um_00078_00122-1,8
s_016um_00237_00379-1,16
s_016um_00176_00068-1,9
s_016um_00194_00221-1,9
s_016um_00157_00007-1,18
s_016um_00233_00386-1,11
s_016um_00122_00149-1,9
s_016um_00299_00311-1,12
s_016um_00242_00329-1,16
s_016um_00023_00142-1,8
s_016um_00213_00058-1,6
s_016um_00174_00142-1,9
s_016um_00160_00012-1,10
s_016um_00170_00222-1,8
s_016um_00115_00413-1,1
s_016um_00321_00316-1,13
s_016um_00272_00401-1,8
s_016um_00189_00151-1,3
s_016um_00185_00399-1,18
s_016um_00157_00353-1,10
s_016um_00152_00383-1,11
s_016um_00036_00092-1,9
s_016um_00092_00058-1,3
s_016um_00163_00324-1,11
s_016um_00088_00236-1,12
s_016um_00220_00345-1,1
s_016um_00136_00253-1,5
s_016um_00078_00184-1,8
s_016um_00257_00134-1,8
s_016um_00302_00073-1,16
s_016um_00209_00108-1,6
s_016um_00120_00068-1,7
s_016um_00098_00096-1,10
s_016um_00081_00090-1,9
s_016um_00285_00366-1,3
s_016um_00030_00189-1,8
s_016um_00014_00219-1,6
s_016um_00266_00253-1,18
s_016um_00298_00169-1,8
s_016um_00200_00395-1,16
s_016um_00342_00247-1,13
s_016um_00156_00357-1,14
s_016um_00033_00173-1,8
s_016um_00168_00393-1,8
s_016um_00224_00287-1,17
s_016um_00287_00339-1,9
s_016um_00067_00250-1,18
s_016um_00095_00066-1,8
s_016um_00323_00244-1,8
s_016um_00078_00094-1,9
s_016um_00079_00191-1,8
s_016um_00344_00338-1,1
s_016um_00038_00222-1,3
s_016um_00218_00015-1,17
s_016um_00235_00008-1,12
s_016um_00184_00111-1,7
s_016um_00233_00025-1,6
s_016um_00132_00246-1,5
s_016um_00015_00124-1,6
s_016um_00104_00264-1,5
s_016um_00132_00215-1,15
s_016um_00304_00061-1,8
s_016um_00129_00382-1,11
s_016um_00243_00140-1,20
s_016um_00243_00164-1,8
s_016um_00174_00231-1,15
s_016um_00196_00061-1,6
s_016um_00133_00187-1,6
s_016um_00056_00278-1,8
s_016um_00285_00266-1,17
s_016um_00211_00266-1,15
s_016um_00233_00315-1,11
s_016um_00064_00407-1,16
s_016um_00218_00043-1,8
s_016um_00327_00382-1,8
s_016um_00056_00029-1,6
s_016um_00068_00084-1,9
s_016um_00018_00097-1,8
s_016um_00181_00128-1,9
s_016um_00036_00080-1,6
s_016um_00264_00327-1,11
s_016um_00141_00261-1,12
s_016um_00326_00412-1,8
s_016um_00067_00158-1,6
s_016um_00192_00262-1,12
s_016um_00123_00094-1,17
s_016um_00157_00295-1,5
s_016um_00279_00057-1,8
s_016um_00210_00130-1,7
s_016um_00150_00220-1,8
s_016um_00322_00273-1,11
s_016um_00208_00082-1,9
s_016um_00244_00369-1,8
s_016um_00225_00251-1,9
s_016um_00279_00019-1,18
s_016um_00220_00162-1,6
s_016um_00021_00202-1,8
s_016um_00207_00241-1,12
s_016um_00150_00335-1,16
s_016um_00278_00398-1,4
s_016um_00044_00418-1,18
s_016um_00171_00176-1,15
s_016um_00127_00102-1,18
s_016um_00315_00312-1,13
s_016um_00075_00305-1,12
s_016um_00271_00070-1,8
s_016um_00263_00220-1,8
s_016um_00083_00321-1,20
s_016um_00364_00253-1,8
s_016um_00050_00251-1,5
s_016um_00081_00305-1,19
s_016um_00221_00093-1,3
s_016um_00205_00145-1,14
s_016um_00002_00102-1,6
s_016um_00267_00296-1,14
s_016um_00129_00079-1,17
s_016um_00268_00322-1,1
s_016um_00315_00333-1,16
s_016um_00234_00359-1,8
s_016um_00288_00199-1,4
s_016um_00188_00375-1,16
s_016um_00111_00364-1,11
s_016um_00311_00132-1,8
s_016um_00051_00393-1,16
s_016um_00066_00154-1,8
s_016um_00212_00305-1,11
s_016um_00163_00051-1,7
s_016um_00189_00217-1,3
s_016um_00091_00195-1,9
s_016um_00231_00091-1,7
s_016um_00078_00230-1,15
s_016um_00235_00125-1,17
s_016um_00037_00180-1,8
s_016um_00285_00357-1,8
s_016um_00089_00344-1,1
s_016um_00046_00228-1,8
s_016um_00053_00086-1,9
s_016um_00287_00368-1,19
s_016um_00084_00058-1,6
s_016um_00187_00159-1,9
s_016um_00021_00110-1,6
s_016um_00294_00378-1,13
s_016um_00092_00216-1,3
s_016um_00167_00272-1,5
s_016um_00065_00001-1,6
s_016um_00170_00347-1,14
s_016um_00031_00357-1,11
s_016um_00049_00343-1,11
s_016um_00321_00325-1,17
s_016um_00250_00273-1,17
s_016um_00108_00114-1,18
s_016um_00334_00277-1,1
s_016um_00122_00142-1,17
s_016um_00207_00029-1,8
s_016um_00044_00394-1,13
s_016um_00072_00219-1,8
s_016um_00087_00128-1,7
s_016um_00157_00293-1,12
s_016um_00076_00062-1,8
s_016um_00040_00142-1,6
s_016um_00110_00064-1,9
s_016um_00196_00092-1,13
s_016um_00061_00155-1,8
s_016um_00140_00353-1,17
s_016um_00130_00319-1,10
s_016um_00047_00208-1,6
s_016um_00225_00347-1,8
s_016um_00231_00319-1,17
s_016um_00348_00248-1,13
s_016um_00118_00366-1,20
s_016um_00076_00172-1,8
s_016um_00032_00100-1,8
s_016um_00272_00254-1,11
s_016um_00123_00103-1,8
s_016um_00263_00266-1,5
s_016um_00098_00396-1,16
s_016um_00307_00020-1,10
s_016um_00110_00285-1,19
s_016um_00073_00347-1,18
s_016um_00001_00154-1,8
s_016um_00118_00114-1,11
s_016um_00093_00247-1,12
s_016um_00271_00386-1,10
s_016um_00078_00269-1,5
s_016um_00023_00224-1,8
s_016um_00283_00379-1,13
s_016um_00274_00296-1,14
s_016um_00009_00282-1,7
s_016um_00131_00134-1,18
s_016um_00231_00175-1,16
s_016um_00257_00275-1,13
s_016um_00179_00233-1,6
s_016um_00010_00224-1,9
s_016um_00254_00132-1,18
s_016um_00290_00089-1,12
s_016um_00090_00020-1,6
s_016um_00193_00399-1,4
s_016um_00113_00231-1,20
s_016um_00056_00005-1,8
s_016um_00017_00308-1,19
s_016um_00315_00088-1,8
s_016um_00156_00116-1,18
s_016um_00320_00335-1,11
s_016um_00136_00067-1,6
s_016um_00121_00098-1,17
s_016um_00363_00335-1,20
s_016um_00254_00140-1,10
s_016um_00222_00070-1,6
s_016um_00079_00144-1,9
s_016um_00312_00292-1,20
s_016um_00049_00107-1,8
s_016um_00192_00045-1,9
s_016um_00114_00053-1,7
s_016um_00257_00230-1,17
s_016um_00208_00155-1,3
s_016um_00134_00262-1,5
s_016um_00212_00171-1,9
s_016um_00179_00299-1,11
s_016um_00054_00418-1,18
s_016um_00111_00307-1,19
s_016um_00272_00344-1,18
s_016um_00046_00018-1,8
s_016um_00106_00122-1,10
s_016um_00016_00155-1,6
s_016um_00342_00331-1,17
s_016um_00042_00397-1,11
s_016um_00020_00127-1,6
s_016um_00135_00344-1,17
s_016um_00060_00101-1,8
s_016um_00168_00183-1,7
s_016um_00053_00098-1,8
s_016um_00290_00146-1,8
s_016um_00055_00087-1,9
s_016um_00258_00344-1,1
s_016um_00304_00362-1,9
s_016um_00224_00288-1,17
s_016um_00054_00154-1,8
s_016um_00214_00171-1,8
s_016um_00173_00083-1,6
s_016um_00103_00163-1,9
s_016um_00324_00313-1,7
s_016um_00015_00165-1,8
s_016um_00347_00236-1,8
s_016um_00305_00208-1,11
s_016um_00168_00294-1,7
s_016um_00009_00363-1,11
s_016um_00294_00334-1,8
s_016um_00234_00070-1,16
s_016um_00146_00272-1,8
s_016um_00251_00284-1,12
s_016um_00002_00201-1,8
s_016um_00245_00270-1,3
s_016um_00060_00266-1,9
s_016um_00187_00081-1,3
s_016um_00087_00292-1,8
s_016um_00282_00384-1,18
s_016um_00248_00044-1,18
s_016um_00284_00267-1,17
s_016um_00069_00170-1,8
s_016um_00006_00022-1,6
s_016um_00055_00034-1,9
s_016um_00177_00340-1,13
s_016um_00213_00170-1,8
s_016um_00195_00093-1,7
s_016um_00209_00198-1,8
s_016um_00053_00141-1,9
s_016um_00331_00308-1,13
s_016um_00270_00236-1,17
s_016um_00014_00170-1,6
s_016um_00263_00119-1,5
s_016um_00208_00402-1,8
s_016um_00167_00417-1,11
s_016um_00215_00212-1,10
s_016um_00002_00214-1,8
s_016um_00082_00164-1,8
s_016um_00142_00121-1,7
s_016um_00161_00185-1,3
s_016um_00193_00239-1,12
s_016um_00257_00111-1,10
s_016um_00118_00183-1,9
s_016um_00326_00411-1,8
s_016um_00333_00353-1,11
s_016um_00115_00052-1,7
s_016um_00101_00134-1,10
s_016um_00119_00186-1,6
s_016um_00122_00336-1,17
s_016um_00270_00204-1,1
s_016um_00091_00018-1,6
s_016um_00172_00237-1,9
s_016um_00319_00365-1,11
s_016um_00115_00331-1,13
s_016um_00097_00212-1,6
s_016um_00254_00379-1,8
s_016um_00085_00048-1,6
s_016um_00278_00204-1,1
s_016um_00152_00147-1,17
s_016um_00142_00265-1,5
s_016um_00150_00199-1,3
s_016um_00228_00359-1,11
s_016um_00313_00119-1,11
s_016um_00218_00204-1,20
s_016um_00281_00374-1,16
s_016um_00318_00311-1,16
s_016um_00365_00247-1,3
s_016um_00261_00013-1,17
s_016um_00196_00023-1,10
s_016um_00220_00360-1,11
s_016um_00159_00411-1,11
s_016um_00190_00109-1,9
s_016um_00094_00216-1,3
s_016um_00241_00033-1,10
s_016um_00213_00257-1,8
s_016um_00147_00229-1,9
s_016um_00172_00244-1,6
s_016um_00345_00338-1,18
s_016um_00224_00338-1,8
s_016um_00349_00288-1,16
s_016um_00199_00132-1,7
s_016um_00344_00378-1,12
s_016um_00228_00223-1,20
s_016um_00346_00284-1,10
s_016um_00349_00385-1,8
s_016um_00278_00091-1,16
s_016um_00184_00365-1,12
s_016um_00331_00243-1,16
s_016um_00279_00284-1,12
s_016um_00233_00366-1,5
s_016um_00223_00257-1,12
s_016um_00073_00418-1,16
s_016um_00095_00187-1,9
s_016um_00148_00204-1,3
s_016um_00113_00179-1,9
s_016um_00018_00227-1,8
s_016um_00192_00083-1,9
s_016um_00312_00401-1,11
s_016um_00061_00417-1,18
s_016um_00062_00156-1,8
s_016um_00143_00014-1,10
s_016um_00058_00294-1,19
s_016um_00006_00208-1,8
s_016um_00226_00062-1,9
s_016um_00119_00093-1,11
s_016um_00117_00140-1,18
s_016um_00248_00050-1,18
s_016um_00080_00076-1,9
s_016um_00267_00023-1,11
s_016um_00210_00391-1,3
s_016um_00028_00309-1,8
s_016um_00018_00293-1,8
s_016um_00291_00361-1,5
s_016um_00088_00117-1,3
s_016um_00254_00182-1,8
s_016um_00230_00063-1,6
s_016um_00025_00417-1,1
s_016um_00079_00177-1,6
s_016um_00119_00169-1,9
s_016um_00113_00266-1,12
s_016um_00305_00277-1,11
s_016um_00132_00008-1,18
s_016um_00159_00201-1,3
s_016um_00056_00356-1,4
s_016um_00043_00295-1,19
s_016um_00125_00162-1,18
s_016um_00282_00350-1,12
s_016um_00104_00079-1,17
s_016um_00002_00296-1,8
s_016um_00189_00248-1,12
s_016um_00366_00248-1,3
s_016um_00207_00086-1,7
s_016um_00143_00354-1,11
s_016um_00124_00174-1,6
s_016um_00275_00249-1,17
s_016um_00053_00196-1,8
s_016um_00024_00380-1,11
s_016um_00155_00146-1,17
s_016um_00166_00125-1,7
s_016um_00187_00276-1,3
s_016um_00063_00145-1,8
s_016um_00288_00299-1,12
s_016um_00134_00229-1,19
s_016um_00072_00192-1,8
s_016um_00265_00400-1,8
s_016um_00290_00248-1,1
s_016um_00118_00045-1,7
s_016um_00121_00394-1,13
s_016um_00193_00023-1,10
s_016um_00068_00132-1,6
s_016um_00165_00365-1,14
s_016um_00328_00407-1,5
s_016um_00171_00248-1,14
s_016um_00298_00209-1,11
s_016um_00064_00277-1,5
s_016um_00036_00257-1,8
s_016um_00239_00145-1,14
s_016um_00077_00078-1,3
s_016um_00292_00050-1,18
s_016um_00207_00289-1,14
s_016um_00185_00180-1,20
s_016um_00233_00106-1,10
s_016um_00309_00274-1,17
s_016um_00311_00134-1,8
s_016um_00298_00363-1,5
s_016um_00050_00164-1,8
s_016um_00108_00059-1,9
s_016um_00293_00025-1,8
s_016um_00157_00333-1,9
s_016um_00240_00306-1,1
s_016um_00246_00270-1,10
s_016um_00077_00276-1,5
s_016um_00009_00070-1,7
s_016um_00252_00298-1,12
s_016um_00240_00118-1,20
s_016um_00117_00218-1,8
s_016um_00197_00358-1,12
s_016um_00352_00320-1,11
s_016um_00068_00081-1,7
s_016um_00230_00193-1,11
s_016um_00264_00078-1,1
s_016um_00134_00023-1,9
s_016um_00196_00294-1,1
s_016um_00250_00328-1,1
s_016um_00284_00272-1,11
s_016um_00260_00182-1,8
s_016um_00285_00170-1,17
s_016um_00376_00264-1,8
s_016um_00264_00036-1,17
s_016um_00087_00087-1,20
s_016um_00237_00121-1,16
s_016um_00349_00231-1,13
s_016um_00307_00013-1,12
s_016um_00228_00301-1,13
s_016um_00273_00093-1,1
s_016um_00019_00020-1,6
s_016um_00244_00329-1,11
s_016um_00163_00392-1,15
s_016um_00303_00256-1,13
s_016um_00095_00120-1,7
s_016um_00077_00001-1,7
s_016um_00117_00172-1,9
s_016um_00274_00205-1,13
s_016um_00311_00010-1,8
s_016um_00046_00031-1,6
s_016um_00030_00349-1,8
s_016um_00246_00338-1,8
s_016um_00201_00173-1,6
s_016um_00265_00329-1,1
s_016um_00020_00210-1,8
s_016um_00182_00056-1,6
s_016um_00002_00115-1,6
s_016um_00060_00161-1,8
s_016um_00231_00264-1,8
s_016um_00199_00005-1,13
s_016um_00107_00086-1,20
s_016um_00113_00200-1,8
s_016um_00008_00191-1,8
s_016um_00099_00286-1,8
s_016um_00055_00101-1,8
s_016um_00190_00159-1,3
s_016um_00116_00356-1,16
s_016um_00147_00402-1,17
s_016um_00169_00185-1,3
s_016um_00282_00287-1,12
s_016um_00183_00357-1,16
s_016um_00275_00407-1,8
s_016um_00221_00158-1,9
s_016um_00240_00373-1,1
s_016um_00232_00053-1,5
s_016um_00031_00397-1,4
s_016um_00176_00396-1,8
s_016um_00232_00086-1,3
s_016um_00284_00325-1,11
s_016um_00176_00041-1,9
s_016um_00283_00135-1,11
s_016um_00178_00385-1,11
s_016um_00067_00254-1,12
s_016um_00184_00385-1,13
s_016um_00105_00033-1,9
s_016um_00191_00134-1,9
s_016um_00358_00253-1,9
s_016um_00117_00267-1,1
s_016um_00010_00201-1,8
s_016um_00252_00245-1,11
s_016um_00314_00235-1,16
s_016um_00312_00268-1,18
s_016um_00144_00178-1,9
s_016um_00075_00199-1,8
s_016um_00301_00194-1,17
s_016um_00095_00356-1,1
s_016um_00244_00155-1,18
s_016um_00090_00400-1,13
s_016um_00012_00088-1,6
